NUMBER0,Supply_WSF_IS_Num,Supply Facility,Supply ID,Supply Type Code,D_SOURCE_FLAG,TREATMENT_STAT_CD,WS Activity Status,ACTIVITY_STATUS_CD,Supply FedID,Receiving_WSF_IS_Num,Receiving Facility,Receiving ID,Receiving Type Code,Receiving Activity Status,Receiving FedID,TINWSFF_IS_NUMBER,TINWSYS_IS_NUMBER,Fed Type
CA3410009,2830,WELL 11 - HEATHER WELL - TREATED,020,TP,N,,A,A,2830,30371,DISTRIBUTION SYSTEM,DST,DS,A,30371,19798,3617,C
CA3410009,2829,WELL 10 - TOWN WELL - TREATED,019,TP,N,,A,A,2829,30371,DISTRIBUTION SYSTEM,DST,DS,A,30371,19797,3617,C
CA3410009,2828,WELL 09 - NORTHRIDGE SCHOOL - TREATED,018,TP,N,,A,A,2828,30371,DISTRIBUTION SYSTEM,DST,DS,A,30371,19795,3617,C
CA3410009,14650,WELL 09 - NORTHRIDGE SCHOOL WELL - RAW,010,WL,Y,T,A,A,14650,2828,WELL 09 - NORTHRIDGE SCHOOL - TREATED,018,TP,A,2828,2887,3617,C
CA3410009,63780,WELL 12 - MADISON WELL - TREATED,022,TP,N,,A,A,63861,30371,DISTRIBUTION SYSTEM,DST,DS,A,30371,19799,3617,C
CA3410010,14726,WOODMAN WAY WELL,020,WL,Y,T,A,A,14726,2795,WOODMAN WAY WELL - TREATED          XCLD,025,TP,A,2795,2855,3618,C
CA3410010,57188,CALDERA,044,WL,Y,T,A,A,57233,57205,CALDERA WELL - TREATED   XCLD,061,TP,A,57250,12163,3618,C
CA3410010,55224,MOONBEAM DR. WELL - TREATED         XCLD,043,TP,N,,A,A,55264,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,11815,3618,C
CA3410010,14754,FOLSOM/MAYHEW/COLLEGE GREENS,005,WL,Y,T,A,A,14754,2857,FOLSOM/MEYHEW/COLLEGE GREENS-TRTD   XCLD,039,TP,A,2857,2914,3618,C
CA3410010,14753,FOLSOM/BRADSHAW,004,WL,Y,T,A,A,14753,2847,FOLSOM/BRADSHAW - TREATED           XCLD,040,TP,A,2847,2904,3618,C
CA3410010,14752,BUTTERFIELD WAY WELL,001,WL,Y,T,A,A,14752,2861,BUTTERFIELD WAY WELL - TREATED      XCLD,042,TP,A,2861,2918,3618,C
CA3410010,14746,MALAGA WAY WELL,007,WL,Y,T,A,A,14746,2855,MALAGA WAY WELL - TREATED           XCLD,037,TP,A,2855,2912,3618,C
CA3410010,14744,MARS WAY WELL,008,WL,Y,T,A,A,14744,2853,MARS WAY WELL - TREATED             XCLD,036,TP,A,2853,2910,3618,C
CA3410010,14727,COUNTRYSIDE WAY,021,WL,Y,T,A,A,14727,2805,COUNTRYSIDE WAY - TREATED           XCLD,024,TP,A,2805,2865,3618,C
CA3410010,14725,GOULD WAY WELL,006,WL,Y,T,A,A,14725,2867,GOULD WAY WELL - TREATED            XCLD,038,TP,A,2867,2925,3618,C
CA3410010,57191,SOUTHPORT WELL,047,WL,Y,T,A,A,57236,57203,SOUTHPORT WELL - TREATED    XCLD,059,TP,A,57248,12164,3618,C
CA3410010,57201,TALLY-HO WELL 02 - TREATED   XCLD,057,TP,N,,A,A,57246,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30589,3618,C
CA3410010,14734,WEST LA LOMA DR. WELL,017,WL,Y,T,A,A,14734,2797,WEST LA LOMA DR. WELL - TREATED     XCLD,027,TP,A,2797,2857,3618,C
CA3410010,57193,TALLY -HO WELL 02,049,WL,Y,T,A,A,57238,57201,TALLY-HO WELL 02 - TREATED   XCLD,057,TP,A,57246,12159,3618,C
CA3410010,57194,TALLY -HO WELL 01,050,WL,Y,T,A,A,57239,57200,TALLY-HO WELL 01 - TREATED     XCLD,056,TP,A,57245,12158,3618,C
CA3410010,57196,WILDROSE WELL,052,WL,Y,T,A,A,57241,57198,WILDROSE WELL - TREATED XCLD,054,TP,A,57243,12157,3618,C
CA3410010,57197,JACKSON HIGHWAY WELL 001,053,WL,Y,T,A,A,57242,57206,ROSE PARADE WATER TREATMENT PLANT,062,TP,A,57251,12156,3618,C
CA3410010,57198,WILDROSE WELL - TREATED XCLD,054,TP,N,,A,A,57243,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30586,3618,C
CA3410010,14724,WHITEWATER WAY WELL,018,WL,Y,T,A,A,14724,2988,WHITEWATER WAY WELL - TREATED       XCLD,028,TP,A,2988,3055,3618,C
CA3410010,57200,TALLY-HO WELL 01 - TREATED     XCLD,056,TP,N,,A,A,57245,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30600,3618,C
CA3410010,57194,TALLY -HO WELL 01,050,WL,Y,T,A,A,57239,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30588,3618,C
CA3410010,57203,SOUTHPORT WELL - TREATED    XCLD,059,TP,N,,A,A,57248,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30590,3618,C
CA3410010,57205,CALDERA WELL - TREATED   XCLD,061,TP,N,,A,A,57250,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30591,3618,C
CA3410010,57206,ROSE PARADE WATER TREATMENT PLANT,062,TP,N,,A,A,57251,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30529,3618,C
CA3410010,65900,SCWA INTERTIE,067,CC,Y,T,A,A,66022,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30620,3618,C
CA3410010,57199,WESTPORTER WELL - TREATED   XCLD,055,TP,N,,A,A,57244,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30587,3618,C
CA3410010,2786,WINCHESTER WAY WELL - TREATED       XCLD,026,TP,N,,A,A,2786,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30594,3618,C
CA3410010,14722,SWANSEA WAY WELL,016,WL,Y,T,A,A,14722,2799,SWANSEA WAY WELL - TREATED          XCLD,029,TP,A,2799,2859,3618,C
CA3410010,57195,WESTPORTER WELL,051,WL,Y,T,A,A,57240,57199,WESTPORTER WELL - TREATED   XCLD,055,TP,A,57244,12161,3618,C
CA3410010,2794,ROCKINGHAM DRIVE WELL - TREATED     XCLD,032,TP,N,,A,A,2794,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30607,3618,C
CA3410010,2795,WOODMAN WAY WELL - TREATED          XCLD,025,TP,N,,A,A,2795,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30593,3618,C
CA3410010,2797,WEST LA LOMA DR. WELL - TREATED     XCLD,027,TP,N,,A,A,2797,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30598,3618,C
CA3410010,2799,SWANSEA WAY WELL - TREATED          XCLD,029,TP,N,,A,A,2799,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30599,3618,C
CA3410010,2801,ROGUE RIVER WAY WELL - TREATED      XCLD,031,TP,N,,A,A,2801,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30604,3618,C
CA3410010,2805,COUNTRYSIDE WAY - TREATED           XCLD,024,TP,N,,A,A,2805,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30592,3618,C
CA3410010,2825,POINT REYES WELL - TREATED          XCLD,033,TP,N,,A,A,2825,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30618,3618,C
CA3410010,2847,FOLSOM/BRADSHAW - TREATED           XCLD,040,TP,N,,A,A,2847,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30609,3618,C
CA3410010,2848,OAKEN BUCKET WELL - TREATED         XCLD,034,TP,N,,A,A,2848,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30617,3618,C
CA3410010,2851,NUT PLAIN - TREATED                 XCLD,035,TP,N,,A,A,2851,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30616,3618,C
CA3410010,2853,MARS WAY WELL - TREATED             XCLD,036,TP,N,,A,A,2853,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30615,3618,C
CA3410010,14714,WINCHESTER WAY WELL,019,WL,Y,T,A,A,14714,2786,WINCHESTER WAY WELL - TREATED       XCLD,026,TP,A,2786,2845,3618,C
CA3410010,14721,SALMON FALLS WELL,015,WL,Y,T,A,A,14721,2948,SALMON FALLS WELL - TREATED         XCLD,030,TP,A,2948,3015,3618,C
CA3410010,14720,ROGUE RIVER WAY WELL,014,WL,Y,T,A,A,14720,2801,ROGUE RIVER WAY WELL - TREATED      XCLD,031,TP,A,2801,2861,3618,C
CA3410010,14719,ROCKINGHAM DRIVE WELL,013,WL,Y,T,A,A,14719,2794,ROCKINGHAM DRIVE WELL - TREATED     XCLD,032,TP,A,2794,2854,3618,C
CA3410010,14718,POINT REYES WELL,012,WL,Y,T,A,A,14718,2825,POINT REYES WELL - TREATED          XCLD,033,TP,A,2825,2884,3618,C
CA3410010,14717,OAKEN BUCKET WELL,011,WL,Y,T,A,A,14717,2848,OAKEN BUCKET WELL - TREATED         XCLD,034,TP,A,2848,2905,3618,C
CA3410010,14715,MOONBEAM DR. WELL,009,WL,Y,T,A,A,14715,55224,MOONBEAM DR. WELL - TREATED         XCLD,043,TP,A,55264,11814,3618,C
CA3410010,2855,MALAGA WAY WELL - TREATED           XCLD,037,TP,N,,A,A,2855,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30614,3618,C
CA3410010,2988,WHITEWATER WAY WELL - TREATED       XCLD,028,TP,N,,A,A,2988,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30596,3618,C
CA3410010,2948,SALMON FALLS WELL - TREATED         XCLD,030,TP,N,,A,A,2948,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30601,3618,C
CA3410010,2867,GOULD WAY WELL - TREATED            XCLD,038,TP,N,,A,A,2867,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30611,3618,C
CA3410010,2861,BUTTERFIELD WAY WELL - TREATED      XCLD,042,TP,N,,A,A,2861,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30608,3618,C
CA3410010,2857,FOLSOM/MEYHEW/COLLEGE GREENS-TRTD   XCLD,039,TP,N,,A,A,2857,30373,DISTRIBUTION SYSTEM,DST,DS,A,30373,30622,3618,C
CA3410010,14716,NUT PLAINS,010,WL,Y,T,A,A,14716,2851,NUT PLAIN - TREATED                 XCLD,035,TP,A,2851,2908,3618,C
CA3410011,66552,GOLDEN HEIGHTS WTP - EFFLUENT,032,TP,N,,A,A,66688,30374,DISTRIBUTION SYSTEM,DST,DS,A,30374,20267,3619,C
CA3410011,24100,WELL 20 - MONTEREY BAY COURT WELL - RAW,027,WL,Y,T,A,A,24100,57073,GOLDEN HEIGHTS WTP COMBINED INFLUENT,029,CH,A,57115,12059,3619,C
CA3410011,65799,WELL 22 - INDUSTRIAL DEEP WELL - TREATED,031,TP,N,,A,A,65919,30374,DISTRIBUTION SYSTEM,DST,DS,A,30374,20165,3619,C
CA3410011,57073,GOLDEN HEIGHTS WTP COMBINED INFLUENT,029,CH,N,,A,A,57115,66552,GOLDEN HEIGHTS WTP - EFFLUENT,032,TP,A,66688,20269,3619,C
CA3410011,55203,WELL 21 - GOLDEN HEIGHTS 3,028,WL,Y,T,A,A,55242,57073,GOLDEN HEIGHTS WTP COMBINED INFLUENT,029,CH,A,57115,12060,3619,C
CA3410011,14750,WELL 16 - CARILLION - RAW,019,WL,Y,T,A,A,14750,2791,WELL 16 -CARILLION-TRTD (FE/MN/AR)-XCLD,020,TP,A,2791,2851,3619,C
CA3410011,14748,WELL 14 - GATEWAY - RAW,015,WL,Y,T,A,A,14748,2789,WELL 14 - GATEWAY - TREATED (FE/MN),016,TP,A,2789,2848,3619,C
CA3410011,14745,WELL 18 - RIVER OAKS WELL - RAW,024,WL,Y,T,A,A,14745,2791,WELL 16 -CARILLION-TRTD (FE/MN/AR)-XCLD,020,TP,A,2791,2850,3619,C
CA3410011,2791,WELL 16 -CARILLION-TRTD (FE/MN/AR)-XCLD,020,TP,N,,A,A,2791,30374,DISTRIBUTION SYSTEM,DST,DS,A,30374,20160,3619,C
CA3410011,2789,WELL 14 - GATEWAY - TREATED (FE/MN),016,TP,N,,A,A,2789,30374,DISTRIBUTION SYSTEM,DST,DS,A,30374,20159,3619,C
CA3410011,65798,WELL 22 - INDUSTRIAL DEEP WELL,030,WL,Y,T,A,A,65918,65799,WELL 22 - INDUSTRIAL DEEP WELL - TREATED,031,TP,A,65919,20158,3619,C
CA3410011,14751,WELL 17 - GOLDEN HEIGHTS - RAW - STANDBY,021,WL,Y,T,A,A,14751,57073,GOLDEN HEIGHTS WTP COMBINED INFLUENT,029,CH,A,57115,12058,3619,C
CA3410012,7230,WELL 02 - TREATED - STANDBY         XCLD,006,TP,N,,A,A,7230,30375,DISTRIBUTION SYSTEM,DST,DS,A,30375,22937,3620,C
CA3410012,24501,WELL 02 - STANDBY,003,WL,Y,T,A,A,24501,7230,WELL 02 - TREATED - STANDBY         XCLD,006,TP,A,7230,7179,3620,C
CA3410012,14756,WELL 03A - 5TH STREET,004,WL,Y,T,A,A,14756,2818,5TH STREET TREATMENT PLANT,007,TP,A,2818,11417,3620,C
CA3410012,64549,OX BOW 1 - STANDBY,010,WL,Y,N,A,A,64647,30375,DISTRIBUTION SYSTEM,DST,DS,A,30375,22935,3620,C
CA3410012,2818,5TH STREET TREATMENT PLANT,007,TP,N,,A,A,2818,30375,DISTRIBUTION SYSTEM,DST,DS,A,30375,11419,3620,C
CA3410012,24098,WELL 03B - 5TH STREET,005,WL,Y,T,A,A,24098,2818,5TH STREET TREATMENT PLANT,007,TP,A,2818,11418,3620,C
CA3410013,14688,LEMANS WELL,013,WL,Y,T,A,A,14688,2866,LEMANS WELL - TREATED               XCLD,049,TP,A,2866,2924,3621,C
CA3410013,14687,LAURAL OAKS WELL,012,WL,Y,T,A,A,14687,2804,LAURAL OAKS WELL - TREATED          XCLD,050,TP,A,2804,2864,3621,C
CA3410013,14686,HEMLOCK WELL,010,WL,Y,T,A,A,14686,2886,HEMLOCK WELL - TREATED              XCLD,051,TP,A,2886,2951,3621,C
CA3410013,14689,LINDA SUE WELL,014,WL,Y,T,A,A,14689,2927,LINDA SUE WELL - TREATED            XCLD,048,TP,A,2927,2993,3621,C
CA3410013,14685,GLASS SLIPPER WELL,009,WL,Y,T,A,A,14685,2808,GLASS SLIPPER WELL - TREATED        XCLD,052,TP,A,2808,2868,3621,C
CA3410013,14684,FORT SUTTER WELL,008,WL,Y,T,A,A,14684,2809,FORT SUTTER WELL - TREATED          XCLD,053,TP,A,2809,2869,3621,C
CA3410013,14683,DIABLO DRIVE WELL,007,WL,Y,T,A,A,14683,2810,DIABLO DRIVE WELL - TREATED         XCLD,054,TP,I,2810,2870,3621,C
CA3410013,14681,CHIPPING WAY WELL,005,WL,Y,T,A,A,14681,2812,CHIPPING WAY WELL - TREATED         XCLD,056,TP,A,2812,2872,3621,C
CA3410013,14691,CARRIAGE DR. WELL,004,WL,Y,T,A,A,14691,2813,CARRIAGE DR. WELL - TREATED         XCLD,057,TP,A,2813,2873,3621,C
CA3410013,14679,HALIFAX (AUBURN) WELL,003,WL,Y,T,A,A,14679,2814,HALIFAX (AUBURN) WELL - TREATED     XCLD,058,TP,A,2814,2874,3621,C
CA3410013,14741,CHERBOURGH WELL,026,WL,Y,T,A,A,14741,2918,CHERBOURGH WELL - TREATED           XCLD,039,TP,A,2918,2984,3621,C
CA3410013,14678,ANDREA WELL 01,002,WL,Y,T,A,A,14678,2826,ANDREA WELL 01- TREATED             XCLD,059,TP,A,2826,2885,3621,C
CA3410013,14680,OAK FORREST WELL,016,WL,Y,T,A,A,14680,2913,OAK FORREST - GAC 01 (MIDPOINT),032,TP,A,2913,2979,3621,C
CA3410013,14712,ROSEVILLE ROAD WELL,019,WL,Y,T,A,A,14712,2924,ROSEVILLE ROAD WELL - TREATED       XCLD,045,TP,A,2924,2990,3621,C
CA3410013,14723,NEW RUSHMORE WELL,015,WL,Y,T,A,A,14723,2926,NEW RUSHMORE WELL - TREATED         XCLD,047,TP,A,2926,2992,3621,C
CA3410013,14736,SHENNANDOAH WELL,021,WL,Y,T,A,A,14736,2922,SHENNANDOAH WELL - TREATMENT        XCLD,043,TP,A,2922,2988,3621,C
CA3410013,14737,TREELARK WELL,022,WL,Y,T,A,A,14737,2915,TREELARK GAC 01 (MIDPOINT),034,TP,A,2915,2981,3621,C
CA3410013,14738,TWIN PARK WELL,023,WL,Y,T,A,A,14738,2920,TWIN PARK WELL - TREATED            XCLD,041,TP,A,2920,2986,3621,C
CA3410013,14740,VILLAVIEW WELL,025,WL,Y,T,A,A,14740,2909,VILLAVIEW WELL - TREATED            XCLD,040,TP,A,2909,2975,3621,C
CA3410013,14742,SUMMER PLACE WELL,027,WL,Y,T,A,A,14742,6416,SUMMERPLACE-GAC 01 MIDPOINT,030,TP,A,6416,6849,3621,C
CA3410013,14743,DALY,028,WL,Y,T,A,A,14743,2928,DALY - TREATED                      XCLD,038,TP,A,2928,2994,3621,C
CA3410013,30377,PURCHASED WATER FORM CITRUS HEIGHT WD,036,CC,Y,N,A,A,30377,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30632,3621,C
CA3410013,30378,PURCHASED WATER FROM SAC SUBURBAN   XCLD,037,CC,Y,N,A,A,30378,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30635,3621,C
CA3410013,6416,SUMMERPLACE-GAC 01 MIDPOINT,030,TP,N,,A,A,6416,6415,SUMMERPLACE-GAC 02 (TRTD),031,TP,A,6415,6848,3621,C
CA3410013,14671,CROSSWOODS WELL,006,WL,Y,T,A,A,14671,2811,CROSSWOODS WELL - TREATED           XCLD,055,TP,A,2811,2871,3621,C
CA3410013,14739,VANMAREN WELL (MERCEDES),024,WL,Y,T,A,A,14739,2921,VANMAREN WELL (MERCEDES) - TREATED  XCLD,042,TP,A,2921,2987,3621,C
CA3410013,2813,CARRIAGE DR. WELL - TREATED         XCLD,057,TP,N,,A,A,2813,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30626,3621,C
CA3410013,14677,ANDREA 02,001,WL,Y,T,A,A,14677,2816,ANDREA WELL 02 - TREATED            XCLD,060,TP,A,2816,2876,3621,C
CA3410013,2808,GLASS SLIPPER WELL - TREATED        XCLD,052,TP,N,,A,A,2808,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30631,3621,C
CA3410013,2809,FORT SUTTER WELL - TREATED          XCLD,053,TP,N,,A,A,2809,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30630,3621,C
CA3410013,2810,DIABLO DRIVE WELL - TREATED         XCLD,054,TP,N,,A,I,2810,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30629,3621,C
CA3410013,2812,CHIPPING WAY WELL - TREATED         XCLD,056,TP,N,,A,A,2812,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30627,3621,C
CA3410013,2814,HALIFAX (AUBURN) WELL - TREATED     XCLD,058,TP,N,,A,A,2814,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30625,3621,C
CA3410013,2816,ANDREA WELL 02 - TREATED            XCLD,060,TP,N,,A,A,2816,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30623,3621,C
CA3410013,2826,ANDREA WELL 01- TREATED             XCLD,059,TP,N,,A,A,2826,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30624,3621,C
CA3410013,2866,LEMANS WELL - TREATED               XCLD,049,TP,N,,A,A,2866,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30644,3621,C
CA3410013,2886,HEMLOCK WELL - TREATED              XCLD,051,TP,N,,A,A,2886,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30633,3621,C
CA3410013,2909,VILLAVIEW WELL - TREATED            XCLD,040,TP,N,,A,A,2909,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30637,3621,C
CA3410013,2913,OAK FORREST - GAC 01 (MIDPOINT),032,TP,N,,A,A,2913,2914,OAK FORREST - GAC 02 (TREATED),033,TP,A,2914,2980,3621,C
CA3410013,2915,TREELARK GAC 01 (MIDPOINT),034,TP,N,,A,A,2915,2916,TREELARK - GAC 02 (TREATED),035,TP,A,2916,2982,3621,C
CA3410013,2916,TREELARK - GAC 02 (TREATED),035,TP,N,,A,A,2916,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30639,3621,C
CA3410013,2918,CHERBOURGH WELL - TREATED           XCLD,039,TP,N,,A,A,2918,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30636,3621,C
CA3410013,2920,TWIN PARK WELL - TREATED            XCLD,041,TP,N,,A,A,2920,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30642,3621,C
CA3410013,2921,VANMAREN WELL (MERCEDES) - TREATED  XCLD,042,TP,N,,A,A,2921,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30638,3621,C
CA3410013,2922,SHENNANDOAH WELL - TREATMENT        XCLD,043,TP,N,,A,A,2922,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30651,3621,C
CA3410013,2924,ROSEVILLE ROAD WELL - TREATED       XCLD,045,TP,N,,A,A,2924,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30649,3621,C
CA3410013,6415,SUMMERPLACE-GAC 02 (TRTD),031,TP,N,,A,A,6415,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30641,3621,C
CA3410013,2926,NEW RUSHMORE WELL - TREATED         XCLD,047,TP,N,,A,A,2926,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30646,3621,C
CA3410013,2811,CROSSWOODS WELL - TREATED           XCLD,055,TP,N,,A,A,2811,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30628,3621,C
CA3410013,2927,LINDA SUE WELL - TREATED            XCLD,048,TP,N,,A,A,2927,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30645,3621,C
CA3410013,2928,DALY - TREATED                      XCLD,038,TP,N,,A,A,2928,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30634,3621,C
CA3410013,2804,LAURAL OAKS WELL - TREATED          XCLD,050,TP,N,,A,A,2804,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30643,3621,C
CA3410013,2914,OAK FORREST - GAC 02 (TREATED),033,TP,N,,A,A,2914,30376,DISTRIBUTION SYSTEM,DST,DS,A,30376,30640,3621,C
CA3410014,2910,FOLSOM LAKE - TREATED,002,TP,N,,A,A,2910,30379,DISTRIBUTION SYSTEM,DST,DS,A,30379,19932,3622,C
CA3410014,30380,FOLSOM LAKE - RAW,001,IN,Y,T,A,A,30380,2910,FOLSOM LAKE - TREATED,002,TP,A,2910,2976,3622,C
CA3410015,54460,WELL 06 - LAG ION EXCHANGE FILTER,047,TP,N,,A,A,54477,2942,WELL 06 - DOLECETTO - TREATED       XCLD,041,TP,A,2942,10835,3623,C
CA3410015,14701,WELL 17 - PARK,019,WL,Y,T,A,A,14701,2939,WELL 17 - PARK - TREATED            XCLD,038,TP,A,2939,3006,3623,C
CA3410015,14706,WELL 22B - S. BRIDGE STREET B,030,WL,Y,T,A,A,14706,2944,WELL 22B - S. BRIDGE STREET B - TREATED,043,TP,A,2944,3010,3623,C
CA3410015,14709,WELL 06 - DOLECETTO,008,WL,Y,T,A,A,14709,54459,WELL 06 - LEAD ION EXCHANGE FILTER,048,TP,A,54476,10834,3623,C
CA3410015,14711,WELL 08 - AGNES,010,WL,Y,T,A,A,14711,2929,WELL 08 - AGNES - TREATED           XCLD,039,TP,A,2929,2995,3623,C
CA3410015,30382,FOLSOM SOUTH CANAL (COLOMA WTP) - RAW,002,IN,Y,T,A,A,30382,2932,COLOMA WTP - FILTER EFFLEUNT,032,TP,A,2932,2999,3623,C
CA3410015,65046,BAJAMOUNT INTERTIE,053,TM,N,,A,A,65154,30383,DISTRIBUTION SYSTEM,DST,DS,A,30383,21665,3623,C
CA3410015,54459,WELL 06 - LEAD ION EXCHANGE FILTER,048,TP,N,,A,A,54476,54460,WELL 06 - LAG ION EXCHANGE FILTER,047,TP,A,54477,10833,3623,C
CA3410015,54461,WELL 23 - LEAD ION EXCHANGE FILTER,050,TP,N,,A,A,54478,54462,WELL 23 - LAG ION EXCHANGE FILTER,049,TP,A,54479,10837,3623,C
CA3410015,54462,WELL 23 - LAG ION EXCHANGE FILTER,049,TP,N,,A,A,54479,2936,WELL 23 - CAPITAL - TREATED         XCLD,035,TP,A,2936,10838,3623,C
CA3410015,54463,WELL 18 - LEAD ION EXCHANGE FILTER,046,TP,N,,A,A,54480,54464,WELL 18 - LAG ION EXCHANGE FILTER,045,TP,A,54481,10840,3623,C
CA3410015,57401,WELL 24 - PASEO - RAW,051,WL,Y,T,A,A,57448,57402,WELL 24 - PASEO - TREATED,052,TP,A,57449,12361,3623,C
CA3410015,54464,WELL 18 - LAG ION EXCHANGE FILTER,045,TP,N,,A,A,54481,2949,WELL 18 - MATHER FIELD - TREATED    XCLD,037,TP,A,2949,10841,3623,C
CA3410015,14676,WELL 23 - CAPITAL,029,WL,Y,T,A,A,14676,54461,WELL 23 - LEAD ION EXCHANGE FILTER,050,TP,A,54478,10836,3623,C
CA3410015,30382,FOLSOM SOUTH CANAL (COLOMA WTP) - RAW,002,IN,Y,T,A,A,30382,2933,PYRITES WTP - FILTER EFFLUENT,033,TP,A,2933,3000,3623,C
CA3410015,2932,COLOMA WTP - FILTER EFFLEUNT,032,TP,N,,A,A,2932,2940,COLOMA WTP CLEARWELL EFFLUENT - TREATED,026,TP,A,2940,9044,3623,C
CA3410015,14675,WELL 22A - S. BRIDGE STREET A,028,WL,Y,T,A,A,14675,2937,WELL 22A - S. BRIDGE STREET A - TREATED,036,TP,A,2937,3004,3623,C
CA3410015,57402,WELL 24 - PASEO - TREATED,052,TP,N,,A,A,57449,30383,DISTRIBUTION SYSTEM,DST,DS,A,30383,21936,3623,C
CA3410015,2919,WELL 20 - COLOMA(WELL) - TREATED EFFL,025,TP,N,,A,A,2919,2946,COLOMA WTP - TREATED,001,TP,A,2946,21908,3623,C
CA3410015,2929,WELL 08 - AGNES - TREATED           XCLD,039,TP,N,,A,A,2929,30383,DISTRIBUTION SYSTEM,DST,DS,A,30383,21943,3623,C
CA3410015,2933,PYRITES WTP - FILTER EFFLUENT,033,TP,N,,A,A,2933,2940,COLOMA WTP CLEARWELL EFFLUENT - TREATED,026,TP,A,2940,9043,3623,C
CA3410015,2936,WELL 23 - CAPITAL - TREATED         XCLD,035,TP,N,,A,A,2936,30383,DISTRIBUTION SYSTEM,DST,DS,A,30383,21937,3623,C
CA3410015,2937,WELL 22A - S. BRIDGE STREET A - TREATED,036,TP,N,,A,A,2937,30383,DISTRIBUTION SYSTEM,DST,DS,A,30383,21941,3623,C
CA3410015,14672,WELL 18 - MATHER FIELD,020,WL,Y,T,A,A,14672,54463,WELL 18 - LEAD ION EXCHANGE FILTER,046,TP,A,54480,10839,3623,C
CA3410015,2940,COLOMA WTP CLEARWELL EFFLUENT - TREATED,026,TP,N,,A,A,2940,2946,COLOMA WTP - TREATED,001,TP,A,2946,21898,3623,C
CA3410015,2942,WELL 06 - DOLECETTO - TREATED       XCLD,041,TP,N,,A,A,2942,30383,DISTRIBUTION SYSTEM,DST,DS,A,30383,21938,3623,C
CA3410015,2944,WELL 22B - S. BRIDGE STREET B - TREATED,043,TP,N,,A,A,2944,30383,DISTRIBUTION SYSTEM,DST,DS,A,30383,21948,3623,C
CA3410015,14673,WELL 20 - COLOMA(WELL) - RAW,022,WL,Y,T,A,A,14673,2919,WELL 20 - COLOMA(WELL) - TREATED EFFL,025,TP,A,2919,2985,3623,C
CA3410015,2946,COLOMA WTP - TREATED,001,TP,N,,A,A,2946,30383,DISTRIBUTION SYSTEM,DST,DS,A,30383,21906,3623,C
