NUMBER0,Supply_WSF_IS_Num,Supply Facility,Supply ID,Supply Type Code,D_SOURCE_FLAG,TREATMENT_STAT_CD,WS Activity Status,ACTIVITY_STATUS_CD,Supply FedID,Receiving_WSF_IS_Num,Receiving Facility,Receiving ID,Receiving Type Code,Receiving Activity Status,Receiving FedID,TINWSFF_IS_NUMBER,TINWSYS_IS_NUMBER,Fed Type
CA5410010,15082,WELL C-22 - RAW,054,WL,Y,T,A,A,15082,4348,WELL C-22 - CL2,052,TP,A,4348,4416,5940,C
CA5410010,15081,WELL AP-1 - RAW,088,WL,Y,T,A,A,15081,4356,WELL AP-1 - CL2,089,TP,A,4356,8694,5940,C
CA5410010,15080,WELL R-07 - RAW,049,WL,Y,T,A,A,15080,4349,WELL R-07 - CL2,053,TP,A,4349,4417,5940,C
CA5410010,13908,WELL R-05 - RAW/DOWN -PUMP FAILED,047,WL,Y,T,A,A,13908,4328,WELL R-05 - CL2,084,TP,A,4328,4398,5940,C
CA5410010,45037,WELL C-28 - CL2,095,TP,N,,A,A,45040,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20997,5940,C
CA5410010,4346,WELL C-18 - CL2,065,TP,N,,A,A,4346,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20938,5940,C
CA5410010,4357,WELL C-19 - CL2,064,TP,N,,A,A,4357,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20940,5940,C
CA5410010,4356,WELL AP-1 - CL2,089,TP,N,,A,A,4356,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,21001,5940,C
CA5410010,4355,WELL C-23 - CL2,062,TP,N,,A,A,4355,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20954,5940,C
CA5410010,4354,WELL C-24 - CL2,061,TP,N,,A,A,4354,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20971,5940,C
CA5410010,4353,WELL L-01 - CL2,059,TP,N,,A,A,4353,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20973,5940,C
CA5410010,4351,WELL L-05 - CL2,057,TP,N,,A,A,4351,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20976,5940,C
CA5410010,4350,WELL L-07 - CL2,055,TP,N,,A,A,4350,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20981,5940,C
CA5410010,4359,WELL C-17 - CL2,066,TP,N,,A,A,4359,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20936,5940,C
CA5410010,4348,WELL C-22 - CL2,052,TP,N,,A,A,4348,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20989,5940,C
CA5410010,4330,WELL C-27 - CL2,087,TP,N,,A,A,4330,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20999,5940,C
CA5410010,4335,WELL C-1A - CL2,078,TP,N,,A,A,4335,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20903,5940,C
CA5410010,4333,WELL C-26 - CL2,080,TP,N,,A,A,4333,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20992,5940,C
CA5410010,4331,WELL C-29 - CL2,093,TP,N,,A,A,4331,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,21008,5940,C
CA5410010,4329,WELL C-8 - CL2,085,TP,N,,A,A,4329,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20914,5940,C
CA5410010,4326,WELL L-8 - CL2,081,TP,N,,A,A,4326,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20983,5940,C
CA5410010,9815,WELL C-3A - RAW,005,WL,Y,T,A,A,9815,4367,WELL C-3A - CL2,076,TP,A,4367,4433,5940,C
CA5410010,9771,WELL C-16 - RAW,019,WL,Y,T,A,A,9771,4360,WELL C-16 - CL2,067,TP,A,4360,4426,5940,C
CA5410010,4349,WELL R-07 - CL2,053,TP,N,,A,A,4349,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20987,5940,C
CA5410010,7297,WELL C-12 - CL2 STANDBY,070,TP,N,,A,A,7297,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20922,5940,C
CA5410010,4360,WELL C-16 - CL2,067,TP,N,,A,A,4360,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20934,5940,C
CA5410010,9767,WELL C-6 - RAW,008,WL,Y,T,A,A,9767,4365,WELL C-6 - CL2,074,TP,A,4365,4431,5940,C
CA5410010,9766,WELL C-13 - RAW/ DOWN - PUMP FAILED,016,WL,Y,T,A,A,9766,7298,WELL C-13 - CL2,069,TP,A,7298,7236,5940,C
CA5410010,4328,WELL R-05 - CL2,084,TP,N,,A,A,4328,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20985,5940,C
CA5410010,7298,WELL C-13 - CL2,069,TP,N,,A,A,7298,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20924,5940,C
CA5410010,4417,WELL C-25 - CL2,027,TP,N,,A,A,4417,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20991,5940,C
CA5410010,4368,WELL C-20 - CL2,063,TP,N,,A,A,4368,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20943,5940,C
CA5410010,4367,WELL C-3A - CL2,076,TP,N,,A,A,4367,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20904,5940,C
CA5410010,9769,WELL C-17 - RAW,020,WL,Y,T,A,A,9769,4359,WELL C-17 - CL2,066,TP,A,4359,4425,5940,C
CA5410010,4365,WELL C-6 - CL2,074,TP,N,,A,A,4365,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20909,5940,C
CA5410010,4364,WELL C-7 - CL2,073,TP,N,,A,A,4364,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20912,5940,C
CA5410010,4361,WELL C-15 - CL2,068,TP,N,,A,A,4361,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20927,5940,C
CA5410010,4363,WELL C-10A - CL2,072,TP,N,,A,A,4363,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20916,5940,C
CA5410010,4325,WELL AP-2 - CL2,091,TP,N,,A,A,4325,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,21003,5940,C
CA5410010,4362,WELL C-11 - CL2,071,TP,N,,A,A,4362,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20920,5940,C
CA5410010,4366,WELL C-4 - CL2,075,TP,N,,A,A,4366,33850,DISTRIBUTION SYSTEM,DST,DS,A,33850,20908,5940,C
CA5410010,9768,WELL C-18 - RAW,021,WL,Y,T,A,A,9768,4346,WELL C-18 - CL2,065,TP,A,4346,4414,5940,C
CA5410011,33852,TULE RIVER INTAKE - RAW,002,IN,Y,T,A,A,33852,4324,TREATED SURFACE WATER,003,TP,A,4324,4395,5941,C
CA5410011,4324,TREATED SURFACE WATER,003,TP,N,,A,A,4324,33851,DISTRIBUTION SYSTEM,DST,DS,A,33851,28501,5941,C
CA5410012,5897,FRIANT KERN CANAL-TREATED,007,TP,N,,A,A,5897,33853,DISTRIBUTION SYSTEM,DST,DS,A,33853,28502,5942,C
CA5410012,5900,WELL 02 & FKC BLENDED,008,TP,N,,A,A,5900,5897,FRIANT KERN CANAL-TREATED,007,TP,A,5897,22471,5942,C
CA5410012,9824,WELL 02 - BEFORE NO3 BLND,002,WL,Y,T,A,A,9824,5900,WELL 02 & FKC BLENDED,008,TP,A,5900,6199,5942,C
CA5410012,33854,FRIANT KERN CANAL - RAW,006,IN,Y,T,A,A,33854,5897,FRIANT KERN CANAL-TREATED,007,TP,A,5897,6197,5942,C
CA5410014,15403,WELL 04 - RAW,004,WL,Y,T,A,A,15403,54850,WELL 04 - CL2,007,TP,A,54870,11228,5944,C
CA5410014,54850,WELL 04 - CL2,007,TP,N,,A,A,54870,33857,DISTRIBUTION SYSTEM,DST,DS,A,33857,28503,5944,C
CA5410014,54848,WELL 02 - CL2,006,TP,N,,A,A,54868,33857,DISTRIBUTION SYSTEM,DST,DS,A,33857,28504,5944,C
CA5410014,15404,WELL 02 - RAW,002,WL,Y,T,A,A,15404,54848,WELL 02 - CL2,006,TP,A,54868,11227,5944,C
CA5410015,45149,WELL 42 - CL2,066,TP,N,,A,A,45154,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22101,5945,C
CA5410015,9807,WELL 11 - RAW,011,WL,Y,T,A,A,9807,4462,WELL 11 - TRT GAC & CL2,043,TP,A,4462,4524,5945,C
CA5410015,9827,WELL 26 - RAW,025,WL,Y,T,A,A,9827,4468,WELL 26 - CL2,035,TP,A,4468,4529,5945,C
CA5410015,15405,WELL 31 - UNTREATED,033,WL,Y,N,A,A,15405,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22033,5945,C
CA5410015,15406,WELL 27 - RAW,026,WL,Y,T,A,A,15406,61818,WELL 27 - CL2,071,TP,A,61883,13366,5945,C
CA5410015,15409,WELL 17 - RAW,017,WL,Y,T,A,A,15409,67000,WELL 17 - TRT GAC (TCP),079,TP,A,67139,16118,5945,C
CA5410015,15410,WELL 13 - UNTREATED,013,WL,Y,N,A,A,15410,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22026,5945,C
CA5410015,15411,WELL 12 - RAW,012,WL,Y,T,A,A,15411,7046,WELL 12 - CL2,042,TP,A,7046,7067,5945,C
CA5410015,15428,WELL 01 - UNTREATED,001,WL,Y,N,A,A,15428,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22023,5945,C
CA5410015,67000,WELL 17 - TRT GAC (TCP),079,TP,N,,A,A,67139,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22056,5945,C
CA5410015,45142,WELL 40 - RAW (ARSENIC),061,WL,Y,T,A,A,45147,45145,WELL 40 - CL2,062,TP,A,45150,9060,5945,C
CA5410015,53539,WELL 44 - RAW,069,WL,Y,T,A,A,53553,53540,WELL 44 - CL2,070,TP,A,53554,11230,5945,C
CA5410015,53540,WELL 44 - CL2,070,TP,N,,A,A,53554,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22104,5945,C
CA5410015,61818,WELL 27 - CL2,071,TP,N,,A,A,61883,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22061,5945,C
CA5410015,64060,WELL 45 - RAW,073,WL,Y,T,A,A,64147,64061,WELL 45 - TRT CL2,074,TP,A,64148,14572,5945,C
CA5410015,64061,WELL 45 - TRT CL2,074,TP,N,,A,A,64148,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22108,5945,C
CA5410015,64493,WELL 46 - RAW,075,WL,Y,T,A,A,64588,64494,WELL 46 - TRT CL2,076,TP,A,64589,14665,5945,C
CA5410015,64494,WELL 46 - TRT CL2,076,TP,N,,A,A,64589,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22111,5945,C
CA5410015,65706,WELL 47 - RAW,077,WL,Y,T,A,A,65824,65707,WELL 47 - TRT CL2,078,TP,A,65825,15335,5945,C
CA5410015,65707,WELL 47 - TRT CL2,078,TP,N,,A,A,65825,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22113,5945,C
CA5410015,9802,WELL 14 - RAW,014,WL,Y,T,A,A,9802,4473,WELL 14 - CL2,040,TP,A,4473,4534,5945,C
CA5410015,45145,WELL 40 - CL2,062,TP,N,,A,A,45150,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22100,5945,C
CA5410015,4471,WELL 22 - CL2,038,TP,N,,A,A,4471,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22058,5945,C
CA5410015,9801,WELL 15 - RAW,015,WL,Y,T,A,A,9801,4484,WELL 15 - CL2,039,TP,A,4484,4545,5945,C
CA5410015,45148,WELL 42 - RAW,065,WL,Y,N,A,A,45153,45149,WELL 42 - CL2,066,TP,A,45154,9061,5945,C
CA5410015,4393,WELL 39 - CL2,060,TP,N,,A,A,4393,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22097,5945,C
CA5410015,4468,WELL 26 - CL2,035,TP,N,,A,A,4468,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22059,5945,C
CA5410015,4473,WELL 14 - CL2,040,TP,N,,A,A,4473,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22039,5945,C
CA5410015,4478,WELL 33 - CL2,049,TP,N,,A,A,4478,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22062,5945,C
CA5410015,4479,WELL 34 - TRT GAC & CL2,050,TP,N,,A,A,4479,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22063,5945,C
CA5410015,4480,WELL 35 - CL2,053,TP,N,,A,A,4480,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22066,5945,C
CA5410015,4481,WELL 36 - CL2,054,TP,N,,A,A,4481,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22093,5945,C
CA5410015,4482,WELL 37 - TRT GAC (TCP),058,TP,N,,A,A,4482,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22094,5945,C
CA5410015,9733,WELL 34 - RAW,048,WL,Y,T,A,A,9733,4479,WELL 34 - TRT GAC & CL2,050,TP,A,4479,4540,5945,C
CA5410015,9780,WELL 37 - RAW,055,WL,Y,T,A,A,9780,4482,WELL 37 - TRT GAC (TCP),058,TP,A,4482,4543,5945,C
CA5410015,4462,WELL 11 - TRT GAC & CL2,043,TP,N,,A,A,4462,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22035,5945,C
CA5410015,9800,WELL 22 - RAW,021,WL,Y,T,A,A,9800,4471,WELL 22 - CL2,038,TP,A,4471,4532,5945,C
CA5410015,4483,WELL 38 - TRT GAC & CL2,059,TP,N,,A,A,4483,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22096,5945,C
CA5410015,9758,WELL 39 - RAW,057,WL,Y,T,A,A,9758,4393,WELL 39 - CL2,060,TP,A,4393,4458,5945,C
CA5410015,9725,WELL 33 - RAW,047,WL,Y,T,A,A,9725,4478,WELL 33 - CL2,049,TP,A,4478,4539,5945,C
CA5410015,9722,WELL 35 - RAW,051,WL,Y,T,A,A,9722,4480,WELL 35 - CL2,053,TP,A,4480,4541,5945,C
CA5410015,9720,WELL 36 - RAW,052,WL,Y,T,A,A,9720,4481,WELL 36 - CL2,054,TP,A,4481,4542,5945,C
CA5410015,9716,WELL 38 - RAW,056,WL,Y,T,A,A,9716,4483,WELL 38 - TRT GAC & CL2,059,TP,A,4483,4544,5945,C
CA5410015,7046,WELL 12 - CL2,042,TP,N,,A,A,7046,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22038,5945,C
CA5410015,4484,WELL 15 - CL2,039,TP,N,,A,A,4484,33858,DISTRIBUTION SYSTEM,DST,DS,A,33858,22054,5945,C
CA5410016,9857,WELL 94-01 - RAW,167,WL,Y,T,A,A,9857,45046,WELL 94-01-CL2,175,TP,A,45049,8792,5946,C
CA5410016,9910,WELL 46-01 - RAW,054,WL,Y,T,A,A,9910,4424,WELL 46-01 - CL2,116,TP,A,4424,4489,5946,C
CA5410016,9894,WELL 37-01 - RAW,044,WL,Y,T,A,A,9894,4430,WELL 37-01 - CL2,122,TP,A,4430,4495,5946,C
CA5410016,9860,WELL 93-01 - RAW,158,WL,Y,T,A,A,9860,4465,WELL 93-01 - CL2,168,TP,A,4465,8775,5946,C
CA5410016,9886,WELL 15-01 - RAW,018,WL,Y,T,A,A,9886,4491,WELL 15-01 - CL2,139,TP,A,4491,4552,5946,C
CA5410016,9858,WELL 55-02 - RAW,166,WL,Y,T,A,A,9858,4466,WELL 55-02 - CL2,173,TP,A,4466,8776,5946,C
CA5410016,9895,WELL 32-01 - BEFORE_GAC-TCP & PCE,037,WL,Y,T,A,A,9895,4433,WELL 32-01 - AFTER_GAC-TCP & PCE,125,TP,A,4433,4498,5946,C
CA5410016,9897,WELL 39-01 - RAW,046,WL,Y,T,A,A,9897,4416,WELL 39-01 - CL2,120,TP,A,4416,4481,5946,C
CA5410016,9903,WELL 36-01 - RAW,043,WL,Y,T,A,A,9903,4431,WELL 36-01 - CL2,123,TP,A,4431,4496,5946,C
CA5410016,9907,WELL 34-01 - BEFORE_GAC-TCP,040,WL,Y,T,A,A,9907,4432,WELL 34-01 - AFTER_GAC-TCP,124,TP,A,4432,4497,5946,C
CA5410016,9909,WELL 38-01 - RAW,045,WL,Y,T,A,A,9909,4429,WELL 38-01 - CL2,121,TP,A,4429,4494,5946,C
CA5410016,9911,WELL 51-01 - RAW,059,WL,Y,T,A,A,9911,4419,WELL 51-01 - CL2,111,TP,A,4419,4484,5946,C
CA5410016,9856,WELL 03-03 - INAC_2016,003,WL,Y,T,A,I,9856,4498,WELL 03-03 - CL2 INAC2016,146,TP,I,4498,4559,5946,C
CA5410016,9822,WELL 52-01 - RAW,060,WL,Y,T,A,A,9822,4418,WELL 52-01 - CL2,110,TP,A,4418,4483,5946,C
CA5410016,9908,WELL 13-01 - BEFORE_GAC-TCP DBCP & PCE,016,WL,Y,T,A,A,9908,4467,WELL 13-01 - AFTER_GAC-TCP DBCP & PCE,088,TP,A,4467,4528,5946,C
CA5410016,9834,WELL 82-01 - BEFORE_GAC-TCP,094,WL,Y,T,A,A,9834,4499,WELL 82-01 - GAC_EFF-TCP,147,TP,A,4499,4560,5946,C
CA5410016,9746,WELL 56-01 - RAW,064,WL,Y,T,A,A,9746,4426,WELL 56-01 - CL2,107,TP,A,4426,4491,5946,C
CA5410016,9756,WELL 68-01 - INAC_2015,075,WL,Y,T,A,I,9756,4434,WELL 68-01 - CL2 INAC_2015,126,TP,I,4434,4499,5946,C
CA5410016,9757,WELL 76-01 - RAW (INAC-09),083,WL,Y,T,A,I,9757,4474,WELL 76-01 - CL2 (INAC-09),169,TP,I,4474,4535,5946,C
CA5410016,9761,WELL 74-01 - B4 NO3 BLND INAC2014,085,WL,Y,T,A,I,9761,4506,WELL 74-01 NO3 BLND W/73-01 INAC2014,165,TP,I,4506,8777,5946,C
CA5410016,9764,WELL 73-01 - RAW INAC2014,084,WL,Y,T,A,I,9764,4457,WELL 73-01 - CL2 INAC2014,079,TP,I,4457,4519,5946,C
CA5410016,57311,WELL 97-01 - CL2,186,TP,N,,A,A,57356,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28532,5946,C
CA5410016,9833,WELL 16-02 - BEFORE_GAC-TCP,154,WL,Y,T,A,A,9833,4501,WELL 16-02 - AFTER_GAC-TCP,155,TP,A,4501,4562,5946,C
CA5410016,9912,WELL 50-01 - RAW,058,WL,Y,T,A,A,9912,4420,WELL 50-01 - CL2,112,TP,A,4420,4485,5946,C
CA5410016,9855,WELL 06-02 - INAC_2016,008,WL,Y,T,A,I,9855,4485,WELL 06-02 - CL2 INAC2016,145,TP,I,4485,4546,5946,C
CA5410016,9836,WELL 92-01 - RAW INAC2014,157,WL,Y,T,A,I,9836,4464,WELL 92-01 - CL2 INAC2014,149,TP,I,4464,4527,5946,C
CA5410016,9844,WELL 14-01 - RAW,017,WL,Y,T,A,A,9844,4492,WELL 14-01 - CL2,140,TP,A,4492,4553,5946,C
CA5410016,9845,WELL 81-01 - RAW,093,WL,Y,T,A,A,9845,4500,WELL 81-01 - CL2,148,TP,A,4500,4561,5946,C
CA5410016,9846,WELL 06-03 - DEAD_2015,009,WL,Y,T,A,I,9846,4496,WELL 06-03 - CL2 DEAD,144,TP,I,4496,4557,5946,C
CA5410016,9848,WELL 12-01 - RAW,015,WL,Y,T,A,A,9848,4493,WELL 12-01 - CL2,141,TP,A,4493,4554,5946,C
CA5410016,9849,WELL 11-02 - BEFORE_GAC-TCP,014,WL,Y,T,A,A,9849,4494,WELL 11-02 - AFTER_GAC-TCP,142,TP,A,4494,4555,5946,C
CA5410016,9853,WELL 07-01 - RAW,010,WL,Y,T,A,A,9853,4508,WELL 07-01 - CL2,143,TP,A,4508,4569,5946,C
CA5410016,9832,WELL 83-01 - BEFORE _GAC-TCP,156,WL,Y,T,A,A,9832,4503,WELL 83-01 - AFTER_GAC-TCP,161,TP,A,4503,4564,5946,C
CA5410016,54637,WELL 33-02 (OAKRCH),178,WL,Y,N,A,A,54657,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28555,5946,C
CA5410016,15417,WELL 57-02,066,WL,Y,N,A,A,15417,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28520,5946,C
CA5410016,15418,WELL 57-01,065,WL,Y,N,A,A,15418,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28519,5946,C
CA5410016,15419,WELL 31-01,036,WL,Y,N,A,A,15419,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28525,5946,C
CA5410016,23891,WELL 96-01 - RAW INAC2014,162,WL,Y,T,A,I,23891,53553,WELL 96-01 - CL2 INAC2014,176,TP,I,53567,11234,5946,C
CA5410016,24526,WELL 44-01 - INAC 2014,051,WL,Y,T,A,I,24526,54856,WELL 44-01 - CL2 INAC2014,184,TP,I,54876,11231,5946,C
CA5410016,9940,WELL 18-01 - RAW INAC-2018,022,WL,Y,T,A,I,9940,4490,WELL 18-01 - CL2 INAC-2018,137,TP,A,4490,4551,5946,C
CA5410016,54636,WELL 33-01 - RAW (OAKRCH) INAC-2018,177,WL,Y,T,A,I,54656,54647,WELL 33-01 - CL2 (OAKRCH) - INAC2018,181,TP,I,54667,11232,5946,C
CA5410016,9955,WELL 26-01 - RAW,030,WL,Y,T,A,A,9955,4436,WELL 26-01 - CL2,129,TP,A,4436,4501,5946,C
CA5410016,54638,WELL 42-01 - RAW (OAKRCH),179,WL,Y,T,A,A,54658,54646,WELL 42-01 - CL2 (OAKRCH),180,TP,A,54666,11233,5946,C
CA5410016,54646,WELL 42-01 - CL2 (OAKRCH),180,TP,N,,A,A,54666,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28550,5946,C
CA5410016,54648,WELL 95-01 - RAW,182,WL,Y,T,A,A,54668,54649,WELL 95-01 - CL2,183,TP,A,54669,10934,5946,C
CA5410016,54649,WELL 95-01 - CL2,183,TP,N,,A,A,54669,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28516,5946,C
CA5410016,57310,WELL 97-01 - RAW,185,WL,Y,T,A,A,57355,57311,WELL 97-01 - CL2,186,TP,A,57356,12275,5946,C
CA5410016,9742,WELL 70-01 - RAW,080,WL,Y,T,A,A,9742,4458,WELL 70-01 - CL2,082,TP,A,4458,4520,5946,C
CA5410016,45046,WELL 94-01-CL2,175,TP,N,,A,A,45049,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28531,5946,C
CA5410016,9931,WELL 20-01 - RAW,024,WL,Y,T,A,A,9931,4488,WELL 20-01 - CL2,135,TP,A,4488,4549,5946,C
CA5410016,9915,WELL 48-01 - RAW,056,WL,Y,T,A,A,9915,4422,WELL 48-01 - CL2,114,TP,A,4422,4487,5946,C
CA5410016,9916,WELL 40-01 - BEFORE_GAC-TCP,047,WL,Y,T,A,A,9916,4427,WELL 40-01 - AFTER_GAC-TCP,119,TP,A,4427,4492,5946,C
CA5410016,9917,WELL 47-01 - RAW,055,WL,Y,T,A,A,9917,4423,WELL 47-01 - CL2,115,TP,A,4423,4488,5946,C
CA5410016,9921,WELL 45-01 - RAW,053,WL,Y,T,A,A,9921,4425,WELL 45-01 - CL2,117,TP,A,4425,4490,5946,C
CA5410016,9922,WELL 43-01 -INAC2014,050,WL,Y,T,A,I,9922,45045,WELL 43-01-CL2 INAC2014,174,TP,I,45048,8773,5946,C
CA5410016,9924,WELL 41-01 - BEFORE_GAC-TCP,048,WL,Y,T,A,A,9924,4438,WELL 41-01 - AFTER_GAC-TCP,118,TP,A,4438,4503,5946,C
CA5410016,15416,WELL 58-01,067,WL,Y,N,A,A,15416,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28546,5946,C
CA5410016,9929,WELL 22-01 - RAW,026,WL,Y,T,A,A,9929,4451,WELL 22-01 - CL2,133,TP,A,4451,4513,5946,C
CA5410016,9956,WELL 25-01 - BEFORE_GAC-TCP & PCE,029,WL,Y,T,A,A,9956,4437,WELL 25-01 - AFTER_GAC-TCP & PCE,130,TP,A,4437,4502,5946,C
CA5410016,9941,WELL 19-01 - BEFORE_GAC-TCP,023,WL,Y,T,A,A,9941,4489,WELL 19-01 - AFTER_GAC-TCP,136,TP,A,4489,4550,5946,C
CA5410016,9948,WELL 24-01 - RAW,028,WL,Y,T,A,A,9948,4472,WELL 24-01 - CL2,131,TP,A,4472,4533,5946,C
CA5410016,4436,WELL 26-01 - CL2,129,TP,N,,A,A,4436,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28564,5946,C
CA5410016,9952,WELL 30-01 - RAW,035,WL,Y,T,A,A,9952,4497,WELL 30-01 - CL2,170,TP,A,4497,4558,5946,C
CA5410016,9953,WELL 27-01 - BEFORE_GAC-TCP,031,WL,Y,T,A,A,9953,4435,WELL 27-01 - GAC_EFF-TCP,128,TP,A,4435,4500,5946,C
CA5410016,9913,WELL 49-01 - RAW,057,WL,Y,T,A,A,9913,4421,WELL 49-01 - CL2,113,TP,A,4421,4486,5946,C
CA5410016,9928,WELL 23-01 - BEFORE_GAC-TCP,027,WL,Y,T,A,A,9928,4507,WELL 23-01 - AFTER_GAC-TCP,132,TP,A,4507,4568,5946,C
CA5410016,4455,WELL 72-01 - CL2,068,TP,N,,A,A,4455,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28538,5946,C
CA5410016,4433,WELL 32-01 - AFTER_GAC-TCP & PCE,125,TP,N,,A,A,4433,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28554,5946,C
CA5410016,4437,WELL 25-01 - AFTER_GAC-TCP & PCE,130,TP,N,,A,A,4437,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28563,5946,C
CA5410016,4449,WELL 53-01 - CL2,109,TP,N,,A,A,4449,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28544,5946,C
CA5410016,4451,WELL 22-01 - CL2,133,TP,N,,A,A,4451,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28560,5946,C
CA5410016,4452,WELL 78-01 - CL2,038,TP,N,,A,A,4452,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28539,5946,C
CA5410016,4466,WELL 55-02 - CL2,173,TP,N,,A,A,4466,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28518,5946,C
CA5410016,4454,WELL 79-01 - AFTER_GAC-TCP,049,TP,N,,A,A,4454,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28540,5946,C
CA5410016,4430,WELL 37-01 - CL2,122,TP,N,,A,A,4430,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28526,5946,C
CA5410016,4456,WELL 77-01 - AFTER_GAC-PFOA/PFOS,077,TP,N,,A,A,4456,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28511,5946,C
CA5410016,4457,WELL 73-01 - CL2 INAC2014,079,TP,N,,A,I,4457,4506,WELL 74-01 NO3 BLND W/73-01 INAC2014,165,TP,I,4506,4567,5946,C
CA5410016,4458,WELL 70-01 - CL2,082,TP,N,,A,A,4458,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28522,5946,C
CA5410016,4459,WELL 64-01 - CL2,104,TP,N,,A,A,4459,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28521,5946,C
CA5410016,4460,WELL 62-01 - CL2,105,TP,N,,A,A,4460,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28537,5946,C
CA5410016,4465,WELL 93-01 - CL2,168,TP,N,,A,A,4465,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28515,5946,C
CA5410016,4453,WELL 80-01 - CL2,039,TP,N,,A,A,4453,33859,DISTRIBUTION SYSTEM,DST,DS,A,33859,28529,5946,C
